LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 601343, 0, 92.7204607021284, 100.0, 91.49338374290957,
1, 601343, 0, 92.7204607021284, 100.0, 91.49338374290957,
2, 601343, 0, 92.7204607021284, 100.0, 91.49338374290957,
3, 601343, 0, 92.7204607021284, 100.0, 91.49338374290957,
4, 601343, 0, 92.7204607021284, 100.0, 91.49338374290957,
5, 317951, 0, 72.46399602454466, 100.0, 68.96551724137787,
