LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 14.835273712340545, 0.24521113574116601, 7.417636856170272, 14.812537981556323, 0.2424457663736719, 7.438938197731237,
1, 14.835273712340545, 0.24521113574116601, 7.417636856170272, 14.812537981556323, 0.2424457663736719, 7.438938197731237,
2, 14.835273712340545, 0.24521113574116601, 7.417636856170272, 14.812537981556323, 0.2424457663736719, 7.438938197731237,
3, 14.835273712340545, 0.24521113574116601, 7.417636856170272, 14.812537981556323, 0.2424457663736719, 7.438938197731237,
4, 14.835273712340545, 0.24521113574116601, 7.417636856170272, 14.812537981556323, 0.2424457663736719, 7.438938197731237,
5, 11.594239363927146, 0.9275391491141717, 5.797119681963573, 4.941427553638868, 0.9068997223136226, 5.8304611335699414,
