LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 1015807, 0, 3.225809627222494, 100.0, 2.1739130434783625,
1, 3967, 0, 2.01663725737333, 62.5, 1.3586956521739086,
